Customer_Name,Customer_Segment,Product_Sub_Category,Total Sales
Liz Price,Corporate,Bookcases,7477.78
Mike Pelletier,Small Business,Chairs & Chairmats,7468.86
Mark Cousins,Corporate,Telephones and Communication,7455.48
Dean Katz,Home Office,Tables,7417.15
Ed Braxton,Home Office,Telephones and Communication,7415.45
Aleksandra Gannaway,Corporate,Tables,7413.29
Liz MacKendrick,Corporate,Telephones and Communication,7386.15
Carlos Meador,Consumer,Tables,7384.54
Odella Nelson,Small Business,Tables,7384.18
Tom Boeckenhauer,Corporate,Telephones and Communication,7382.37
John Murray,Small Business,Copiers and Fax,7370.84
John Lee,Corporate,Telephones and Communication,7355.73
Joni Blumstein,Home Office,Office Furnishings,7344.12
Mike Gockenbach,Consumer,Tables,7339.24
Karl Brown,Corporate,Office Machines,7338.79
Christine Sundaresam,Small Business,Storage & Organization,7333.45
Stefanie Holloman,Small Business,Tables,7332.09
Andrew Roberts,Home Office,Bookcases,7331.94
Resi Polking,Small Business,Copiers and Fax,7325.63
Dionis Lloyd,Small Business,Chairs & Chairmats,7323.78
Ken Dana,Corporate,Computer Peripherals,7319.85
Pamela Stobb,Consumer,Chairs & Chairmats,7312.86
John Stevenson,Small Business,Telephones and Communication,7308.28
Tim Brockman,Consumer,Telephones and Communication,7291.38
Alejandro Grove,Corporate,Tables,7287.55
Michael Dominguez,Home Office,Telephones and Communication,7286.99
Theresa Coyne,Home Office,Bookcases,7286.65
Steven Roelle,Small Business,Tables,7274.98
Guy Armstrong,Corporate,Storage & Organization,7274.77
Vivek Grady,Home Office,Computer Peripherals,7267.88
Joseph Holt,Home Office,Chairs & Chairmats,7264.64
Jennifer Braxton,Small Business,Telephones and Communication,7240.6
Beth Thompson,Corporate,Telephones and Communication,7239.13
Darren Budd,Home Office,Office Machines,7235.83
Mark Cousins,Corporate,Tables,7227.42
Dave Hallsten,Corporate,Tables,7223.66
Patrick Jones,Home Office,Appliances,7210.61
Stuart Calhoun,Consumer,Tables,7208.8
Penelope Sewall,Home Office,Tables,7201.89
Ann Steele,Corporate,Telephones and Communication,7195.26
MaryBeth Skach,Home Office,Office Furnishings,7188.55
Susan Vittorini,Home Office,Binders and Binder Accessories,7185.41
Corey Catlett,Home Office,Bookcases,7180.83
Lindsay Castell,Corporate,Storage & Organization,7168.15
Roy Skaria,Corporate,Storage & Organization,7156.56
Matt Abelman,Home Office,Telephones and Communication,7143.93
Neoma Murray,Small Business,Telephones and Communication,7127.18
Anthony Witt,Corporate,Tables,7110.24
Jonathan Doherty,Corporate,Telephones and Communication,7076.18
Laura Armstrong,Small Business,Storage & Organization,7072.04
Susan Pistek,Home Office,Binders and Binder Accessories,7046.61
Luke Weiss,Corporate,Telephones and Communication,7041.71
Anna Andreadi,Small Business,Storage & Organization,7036.11
Matt Collins,Consumer,Telephones and Communication,7031.89
Carl Weiss,Consumer,Storage & Organization,7017.42
Eugene Moren,Home Office,Telephones and Communication,7009.08
Sally Knutson,Corporate,Tables,7002.08
Anthony Rawles,Small Business,Storage & Organization,6995.56
Andy Gerbode,Consumer,Office Machines,6991.65
Sandra Glassco,Home Office,Tables,6982.87
Brad Thomas,Home Office,Telephones and Communication,6979.93
Arianne Irving,Corporate,Telephones and Communication,6957.92
Craig Rider,Small Business,Telephones and Communication,6944.09
Ben Peterman,Corporate,Computer Peripherals,6943.94
Ruben Ausman,Corporate,Copiers and Fax,6933.45
Erin Creighton,Corporate,Office Machines,6930.97
Alice McCarthy,Corporate,Telephones and Communication,6920.16
Jim Kriz,Consumer,Telephones and Communication,6917.53
Mitch Webber,Corporate,Tables,6902.51
Kimberly Carter,Home Office,Bookcases,6900.13
Erica Smith,Small Business,Binders and Binder Accessories,6897.49
Toby Grace,Home Office,Binders and Binder Accessories,6892.07
Julia Dunbar,Consumer,Office Furnishings,6888.79
Bill Donatelli,Corporate,Binders and Binder Accessories,6881.45
Fred Harton,Home Office,Office Furnishings,6866.94
Kean Takahito,Home Office,Tables,6865.07
Craig Yedwab,Consumer,Storage & Organization,6863.95
Paul Stevenson,Corporate,Telephones and Communication,6861.85
Shahid Shariari,Corporate,Telephones and Communication,6843.07
Charles Crestani,Consumer,Envelopes,6831.72
Emily Phan,Consumer,Telephones and Communication,6829.47
Helen Andreada,Corporate,Storage & Organization,6822.42
Craig Molinari,Small Business,Tables,6815.23
Paul Knutson,Corporate,Copiers and Fax,6813.93
Bill Shonely,Small Business,Bookcases,6803
Stewart Visinsky,Corporate,Chairs & Chairmats,6799.57
Andrew Roberts,Home Office,Tables,6785.86
Art Foster,Home Office,Office Machines,6776.92
Barry Weirich,Corporate,Chairs & Chairmats,6767.43
Thomas Seio,Home Office,Office Machines,6753.74
Ed Braxton,Home Office,Office Machines,6753.32
Brosina Hoffman,Consumer,Office Machines,6753.3
Liz Willingham,Home Office,Tables,6746.31
Pauline Chand,Corporate,Chairs & Chairmats,6739.92
Richard Eichhorn,Consumer,Bookcases,6730.07
Ed Jacobs,Small Business,Telephones and Communication,6717.93
Keith Dawkins,Home Office,Telephones and Communication,6715.77
Giulietta Weimer,Corporate,Chairs & Chairmats,6711.06
Mathew Reese,Small Business,Storage & Organization,6703.05
Jack Lebron,Corporate,Tables,6693.28
Ken Lonsdale,Consumer,Office Machines,6688.11
Todd Boyes,Small Business,Telephones and Communication,6686.74
William Brown,Home Office,Chairs & Chairmats,6685.05
Harold Pawlan,Small Business,Bookcases,6667.34
Mick Crebagga,Home Office,Telephones and Communication,6659.74
Brian Derr,Small Business,Appliances,6650.27
Vivek Gonzalez,Consumer,Storage & Organization,6648.58
Sarah Brown,Consumer,Office Machines,6637.63
Paul MacIntyre,Corporate,Binders and Binder Accessories,6628.96
Jennifer Halladay,Home Office,Office Machines,6628.55
Matt Abelman,Home Office,Office Machines,6627.85
Deborah Brumfield,Small Business,Chairs & Chairmats,6627.11
Dennis Pardue,Small Business,Telephones and Communication,6626.56
Becky Martin,Home Office,Telephones and Communication,6618.46
Lisa DeCherney,Corporate,Telephones and Communication,6618.22
Tracy Poddar,Corporate,Appliances,6608.24
Lela Donovan,Corporate,Copiers and Fax,6607.92
Kelly Andreada,Home Office,Tables,6589.3
Eugene Barchas,Corporate,Telephones and Communication,6583.91
Mike Kennedy,Small Business,Office Machines,6580.16
Rob Haberlin,Corporate,Office Machines,6573.75
Tamara Manning,Corporate,Computer Peripherals,6572.04
Giulietta Dortch,Corporate,Tables,6568.02
Jay Kimmel,Small Business,Binders and Binder Accessories,6559.01
Doug Bickford,Small Business,Envelopes,6553.45
Erica Smith,Small Business,Tables,6552.9
Matt Collister,Home Office,Bookcases,6552.86
Dave Poirier,Small Business,Bookcases,6532.48
Ben Peterman,Corporate,Telephones and Communication,6523.72
Mick Crebagga,Corporate,Tables,6502.46
Mike Pelletier,Corporate,Bookcases,6483.26
Ryan Crowe,Small Business,Chairs & Chairmats,6481.95
Shaun Chance,Corporate,Tables,6481.05
Sandra Glassco,Home Office,Telephones and Communication,6477.46
Julie Kriz,Corporate,Binders and Binder Accessories,6475.93
Nicole Hansen,Small Business,Storage & Organization,6459.96
Alex Grayson,Consumer,Telephones and Communication,6456.14
Jim Radford,Corporate,Telephones and Communication,6450.26
David Kendrick,Home Office,Tables,6449.06
William Brown,Corporate,Telephones and Communication,6444.7
Andy Reiter,Corporate,Chairs & Chairmats,6435.87
Deanra Eno,Corporate,Appliances,6422.05
Ed Braxton,Consumer,Telephones and Communication,6421.7
Anthony Johnson,Small Business,Appliances,6419.25
Edward Nazzal,Home Office,Computer Peripherals,6418.19
Joel Eaton,Home Office,Telephones and Communication,6413.14
Sonia Sunley,Corporate,Tables,6408.3
Anthony Garverick,Small Business,Bookcases,6403.39
Nick Zandusky,Small Business,Tables,6396.45
Sanjit Chand,Home Office,Storage & Organization,6375.28
Fred McMath,Small Business,Telephones and Communication,6373.88
Sanjit Chand,Home Office,Office Machines,6366.52
Anthony Rawles,Small Business,Telephones and Communication,6364.92
Neil Knudson,Home Office,Chairs & Chairmats,6356.68
Bobby Elias,Small Business,Telephones and Communication,6335.86
Christopher Martinez,Small Business,Telephones and Communication,6330.26
Raymond Book,Consumer,Chairs & Chairmats,6325.65
Suzanne McNair,Small Business,Tables,6321.96
Harold Dahlen,Consumer,Chairs & Chairmats,6310.69
Angele Hood,Consumer,Chairs & Chairmats,6276.83
Erica Bern,Corporate,Computer Peripherals,6275.92
Michael Oakman,Small Business,Storage & Organization,6262.79
Doug Bickford,Corporate,Tables,6250.94
Denise Monton,Home Office,Telephones and Communication,6249.88
Brian Stugart,Consumer,Storage & Organization,6245.76
Karl Brown,Corporate,Telephones and Communication,6238.03
John Castell,Small Business,Telephones and Communication,6236.48
Craig Carroll,Small Business,Storage & Organization,6206.16
Marc Crier,Corporate,Tables,6181.48
Dave Poirier,Small Business,Storage & Organization,6176.29
Jay Kimmel,Small Business,Tables,6170.02
Ivan Liston,Consumer,Office Machines,6168.07
Naresj Patel,Small Business,Storage & Organization,6163.52
Justin Hirsh,Consumer,Chairs & Chairmats,6152.52
Duane Benoit,Home Office,Telephones and Communication,6136.47
Tom Stivers,Small Business,Chairs & Chairmats,6131.54
Arthur Gainer,Corporate,Bookcases,6130.9
Don Miller,Home Office,Bookcases,6123.94
Ed Braxton,Home Office,Office Furnishings,6118.38
Peter Buhler,Consumer,Tables,6116.11
Shaun Weien,Home Office,Computer Peripherals,6094.62
Henia Zydlo,Home Office,Tables,6089.05
Sandra Flanagan,Home Office,Tables,6077.11
Alejandro Savely,Corporate,Tables,6070.96
Edward Hooks,Consumer,Tables,6067.76
Linda Cazamias,Corporate,Telephones and Communication,6057.27
Valerie Takahito,Consumer,Telephones and Communication,6049.56
Bryan Mills,Small Business,Tables,6048.18
Jim Epp,Small Business,Computer Peripherals,6045.22
Greg Matthias,Small Business,Office Machines,6041.01
Charles McCrossin,Corporate,Storage & Organization,6040.22
Brian Derr,Small Business,Bookcases,6039.1
Damala Kotsonis,Corporate,Chairs & Chairmats,6038.89
Anthony Rawles,Small Business,Copiers and Fax,6034.68
Vivian Mathis,Home Office,Telephones and Communication,6030.58
Sonia Sunley,Corporate,Chairs & Chairmats,6027.53
Christina DeMoss,Home Office,Tables,6005.21
Cindy Stewart,Corporate,Computer Peripherals,6004.35
Neil Knudson,Corporate,Office Furnishings,5978.63
Roy French,Consumer,Appliances,5977.63
Rick Bensley,Consumer,Telephones and Communication,5975.05
Alyssa Crouse,Corporate,Office Machines,5972.59
Tonja Turnell,Consumer,Copiers and Fax,5964.19
Greg Guthrie,Small Business,Tables,5958.67
Melanie Page,Corporate,Appliances,5949.98
Julie Kriz,Corporate,Storage & Organization,5934.39
Brian Dahlen,Small Business,Computer Peripherals,5930.34
Theone Pippenger,Corporate,Bookcases,5908.71
Tim Brockman,Consumer,Storage & Organization,5875.66
Brad Thomas,Home Office,Storage & Organization,5862.97
Melanie Page,Corporate,Telephones and Communication,5862.87
Giulietta Dortch,Corporate,Telephones and Communication,5861.76
Deborah Brumfield,Corporate,Chairs & Chairmats,5859.25
Victoria Wilson,Home Office,Storage & Organization,5855.79
Toby Grace,Home Office,Office Machines,5845.82
Tanja Norvell,Consumer,Chairs & Chairmats,5824.01
Tom Stivers,Corporate,Telephones and Communication,5814.16
Keith Herrera,Corporate,Tables,5811.97
Jim Epp,Small Business,Binders and Binder Accessories,5811.72
Jim Radford,Corporate,Office Furnishings,5810.09
Shui Tom,Home Office,Office Machines,5793.46
Maxwell Schwartz,Corporate,Chairs & Chairmats,5792.43
Charles Crestani,Consumer,Chairs & Chairmats,5785.59
Speros Goranitis,Corporate,Chairs & Chairmats,5783.75
Frank Price,Corporate,Office Machines,5753.85
Ed Jacobs,Small Business,Bookcases,5748.2
Sally Hughsby,Consumer,Appliances,5745.44
Dan Lawera,Corporate,Office Machines,5744.24
Debra Catini,Small Business,Office Furnishings,5743.18
Resi Polking,Small Business,Office Machines,5740.32
Christine Sundaresam,Small Business,Tables,5723.24
Deanra Eno,Corporate,Tables,5713.48
Berenike Kampe,Corporate,Office Furnishings,5709.94
Nona Balk,Corporate,Binders and Binder Accessories,5709.9
Victor Price,Consumer,Office Machines,5705.15
Caroline Jumper,Corporate,Storage & Organization,5700.78
Michelle Lonsdale,Corporate,Appliances,5686.25
Noel Staavos,Home Office,Office Furnishings,5681.75
Carol Triggs,Corporate,Tables,5679.59
Sean O'Donnell,Corporate,Telephones and Communication,5678.55
Sonia Sunley,Small Business,Telephones and Communication,5677.61
Jennifer Patt,Home Office,Office Furnishings,5669.23
Eudokia Martin,Home Office,Computer Peripherals,5648.69
Frank Gastineau,Small Business,Chairs & Chairmats,5643.49
Charles Sheldon,Corporate,Office Machines,5610.84
Shirley Schmidt,Corporate,Tables,5606.91
Michelle Huthwaite,Home Office,Storage & Organization,5601.1
Chuck Sachs,Consumer,Chairs & Chairmats,5599.29
Brendan Murry,Corporate,Telephones and Communication,5590.46
Christina Anderson,Corporate,Envelopes,5587.2
Eugene Barchas,Corporate,Chairs & Chairmats,5586.33
Dennis Bolton,Small Business,Binders and Binder Accessories,5577.15
Dave Kipp,Corporate,Bookcases,5576.02
Angele Hood,Consumer,Bookcases,5572.92
Tanja Norvell,Corporate,Telephones and Communication,5572.06
Tim Taslimi,Corporate,Telephones and Communication,5562.61
Filia McAdams,Small Business,Appliances,5556.18
Claire Good,Home Office,Telephones and Communication,5551.28
Alex Grayson,Consumer,Office Machines,5549.79
Erin Mull,Small Business,Telephones and Communication,5541.99
Sanjit Chand,Home Office,Telephones and Communication,5540.34
Sanjit Jacobs,Consumer,Binders and Binder Accessories,5531.41
Emily Grady,Home Office,Telephones and Communication,5527.14
Sue Ann Reed,Consumer,Chairs & Chairmats,5526.16
Maxwell Schwartz,Corporate,Telephones and Communication,5524.9
Sonia Sunley,Corporate,Computer Peripherals,5520.81
Jim Sink,Corporate,Storage & Organization,5519.78
Saphhira Shifley,Consumer,Chairs & Chairmats,5510.23
Joe Kamberova,Small Business,Tables,5503.39
Philip Brown,Home Office,Telephones and Communication,5488.53
Lena Creighton,Home Office,Bookcases,5483.96
Grant Carroll,Corporate,Computer Peripherals,5477.22
Annie Cyprus,Home Office,Telephones and Communication,5463.06
Brian Stugart,Consumer,Tables,5462.9
Eva Jacobs,Home Office,Appliances,5460.06
Sheri Gordon,Corporate,Appliances,5459.32
Michael Paige,Small Business,Storage & Organization,5452.9
Jeremy Lonsdale,Corporate,Tables,5441.06
Arthur Prichep,Home Office,Chairs & Chairmats,5437.92
Henry Goldwyn,Small Business,Telephones and Communication,5433.09
Charles Sheldon,Corporate,Chairs & Chairmats,5428.49
Juliana Krohn,Small Business,Bookcases,5419.1
George Zrebassa,Small Business,Tables,5418.68
Alan Schoenberger,Corporate,Envelopes,5410.95
Eugene Barchas,Home Office,Chairs & Chairmats,5407.31
Troy Blackwell,Home Office,Chairs & Chairmats,5405.44
Tamara Willingham,Corporate,Chairs & Chairmats,5404.18
Lela Donovan,Corporate,Office Machines,5393.27
Chad Sievert,Corporate,Storage & Organization,5388.8
Patrick O'Donnell,Home Office,Computer Peripherals,5388.17
Cynthia Delaney,Corporate,Office Machines,5369.46
Deirdre Greer,Home Office,Office Machines,5361.08
Beth Thompson,Corporate,Bookcases,5350.61
Stuart Calhoun,Consumer,Office Furnishings,5340.5
Tony Sayre,Small Business,Telephones and Communication,5338.94
Hunter Lopez,Consumer,Storage & Organization,5332.42
Valerie Mitchum,Home Office,Storage & Organization,5318.89
Bill Eplett,Corporate,Chairs & Chairmats,5316.49
Mitch Gastineau,Small Business,Telephones and Communication,5315.23
Eugene Hildebrand,Home Office,Chairs & Chairmats,5307.5
Gene McClure,Consumer,Tables,5304.42
Sylvia Foulston,Corporate,Binders and Binder Accessories,5301.01
Jim Radford,Corporate,Chairs & Chairmats,5297.47
Kelly Andreada,Home Office,Appliances,5296.19
Matt Connell,Corporate,Computer Peripherals,5293.42
Cynthia Delaney,Home Office,Tables,5288.89
Rob Lucas,Small Business,Bookcases,5287.16
Victoria Pisteka,Corporate,Telephones and Communication,5278.32
Tracy Hopkins,Small Business,Storage & Organization,5271.51
Stephanie Phelps,Consumer,Chairs & Chairmats,5271.08
Sean Christensen,Home Office,Telephones and Communication,5271.05
Mitch Gastineau,Corporate,Chairs & Chairmats,5264.48
Nancy Lomonaco,Home Office,Chairs & Chairmats,5261.73
Susan Gilcrest,Home Office,Telephones and Communication,5259.78
Erica Hernandez,Small Business,Chairs & Chairmats,5258.94
Ann Chong,Corporate,Telephones and Communication,5247.48
Maribeth Yedwab,Home Office,Tables,5238.19
Nathan Mautz,Home Office,Chairs & Chairmats,5232.83
Michael Chen,Consumer,Storage & Organization,5228.2
Dennis Kane,Small Business,Telephones and Communication,5217.58
Nora Paige,Small Business,Telephones and Communication,5215.93
Steve Chapman,Corporate,Computer Peripherals,5212.2
Eva Jacobs,Home Office,Telephones and Communication,5210.03
Adam Hart,Corporate,Storage & Organization,5208.78
